电影名字,播放数量,弹幕数量,追剧数量,投币数量,点赞数量,标签,分数,打分人数,影片时长(分钟),长评数量,短评数量,简介,,,,,,,,,,,,,
生之欲,245000,7508,24000,3048,3621,剧情,9.9,663,142,12,167,简介：市政府市民科科长渡边勘治（志村乔饰）是名近三十年全勤的模范公务员，然而他和同事们每天忙碌却人浮于事，不知道自己在忙些什么。一帮妇女联合到市政府申请填平社区附近的臭水池，在上面建造个小公园。市民科的接待人员告诉她们要把问题反映到土木课，公园课把她们推到建设科……申请书转 了一圈后，又被踢回市民科。一个月后，渡边因身体不适，去医院被查出胃癌，时日无多。渡边回到家，感到孤独无助，儿子只想着用老人的退休金及储蓄，到外面另辟小家庭。绝望中的渡边没有去上班，借酒浇愁。之后，请辞的女科员小田给了渡边以启示。他打起精...,,,,,,,,,,,,,
“黄河之水天上来”国宝音乐会,2465000,42000,997000,30000,58000,音乐,9.9,1459,已完结, 全1集,2,333,简介：大型文博探索节目《国家宝藏》2020新春特别节目《“黄河之水天上来”国宝音乐会》。国宝音乐会以黄河地理为脉络，顺流沿线九个省区，引九件国宝重器，探索黄河的前世流转，演绎文明的今生乐章。用文艺的形式让国宝活起来！,,,,,,,,,,,,
曼走,5017000,54000,174000,95000,85000,运动,9.3,5129,已完结，共1集,10,1166,简介：新浪体育出品，讲述NBA传奇巨星科比的职业生涯。,,,,,,,,,,,,,
敢死队3,3596000,33000,134000,9011,15000,动作惊悚冒险,8.9,1278,126,1,261,简介：影片开场，巴尼·罗斯（西尔维斯特·史泰龙 饰）带领敢死队的老伙计李（杰森·斯坦森 饰）、贡纳等人驾驶直升机劫持火车，救出了被囚禁的用刀高手医生。经过短暂的休整，他们奔赴索马里潜入某倒卖军火组织的老巢中执行任务，谁知巴尼发现该组织老大竟然是当年本该死去的敢死队战友康拉德·斯通班克（梅尔·吉布森 饰）。一番激烈的交火过后，斯通班克成功逃脱，而敢死队方面则损失惨重。此役过后，不仅军方和敢死队藏着一股怒火，连斯通班克也被彻底激怒，最强的硬汉迎来生死对决……,,,,,,,,,,,,,
荒野猎人,4607000,61000,352000,17000,40000,剧情动作冒险小说改,9.6,3466,156,7,617,简介：休·格拉斯（莱昂纳多·迪卡普里奥 饰）是一名皮草猎人，在一次打猎途中被一头熊殴打成重伤后被同行的乘船船长安德鲁·亨利救下，船长雇佣了两个人约翰·菲茨杰拉德（汤姆·哈迪 饰）和吉姆·布里杰来照顾他。约翰·菲茨杰拉德根本无心照顾格拉斯，一心只想着将格拉斯的财产占为己有，于是残忍的杀害了格拉斯的儿子，并说服吉姆·布里杰将格拉斯抛弃在荒野等死。两人原以为格拉斯就会这样离世，但格拉斯凭借坚强的毅力在野性的蛮荒之地穿行了好几个月，终于回到了安全地带并开始了复仇计划。,,,,,,,,,,,,,
致命罗密欧,504000,7037,12000,770,6690,剧情动作犯罪,7.8,230,115,2,67,简介：韩星（李连杰 饰）本来是香港的一名警察，但他的家族却掌管着美国一个华人犯罪集团，势力庞大。一次韩星为了替父亲顶罪，丢掉了工作，进入了香港的监狱服刑。服刑期间，韩星突然得知自己的亲生弟弟的死讯，悲痛不已的他成功越狱前往了美国寻找弟弟的死亡真相。所有的人都告诉韩星，弟弟的死是和他们家族对立的黑人帮派造成的，但韩星却隐隐觉得别有内情，于是他展开了调查。期间，韩星认识了美丽的女孩特蕾西（阿丽雅 饰）...,,,,,,,,,,,,,
烟花,17223000,214000,1069000,109000,139000,剧情动画,8.6,21799,90,259,7021,简介：炎炎夏日，茂下町的烟花大会即将举行。就读于当地高中的及川奈砂（广濑铃 配音）并未沉浸在愉快祥和的气氛之中，她即将随母亲（松隆子 配音）搬家到另一个城市，心中满是失落。在某次即兴的游泳比赛时，奈砂击败同班同学岛田典道（菅田将晖 配音）和安昙祐介（宫野真守 配音）。随后她坦白喜欢祐介，希望烟花大会时能与对方一同游玩。可是祐介、典道随后卷入和朋友们关于“烟花到底是圆是扁”的争论中...,,,,,,,,,,,,,
无间道,21331000,102000,589000,65000,101000,剧情犯罪悬疑,9.9,14034,101,15,2273,简介：1991年，香港黑帮三合会会员刘健明（刘德华）听从老大韩琛的吩咐，加入警察部队成为黑帮卧底，韩琛许诺刘健明会帮其在七年后晋升为见习督察。1992年，警察训练学校优秀学员陈永仁（梁朝伟）被上级要求深入到三合会做卧底，终极目标是成为韩琛身边的红人。2002年，两人都不负重望，也都身背重压，刘健明渐想成为一个真正的好人，陈永仁则盼着尽快回归警察身份。重案组从陈永仁手中获悉一批毒品交易情报，锁紧目标人物韩琛，没料情报被刘健明泄出，双方行动均告失败。但此事将双方均有卧底的事实暴露，引发双方高层清除内鬼的决心。命运迥异又相...,,,,,,,,,,,,,
无间道2,7465000,97000,589000,26000,49000,剧情动作犯罪,9.8,4410,119,7,538,简介：1991年，香港黑帮龙头倪坤被杀，倪氏家族旗下五大头目中除韩琛（曾志伟）外，均伺机背叛发难，不料却被倪家不起眼的第二代倪永孝（吴镇宇）不费一兵一卒牵制，此举引来重案组督察黄志诚的戒心，使其派出警校学生陈永仁渗入倪家进行长期的卧底工作，而韩琛为了巩固势力，早在警察内部安插了线人刘建明（陈冠希）。三年后，事业蒸蒸日上的倪永孝为安枕无忧，决意将五大头目一举歼灭，却因疏忽让韩琛成为漏网之鱼。1997年，大难不死的韩琛重出江湖，为替死去的同事报仇，黄志诚找到他商议合作除掉倪永孝的事宜，不久却发现此举铸成大错，而各自为...,,,,,,,,,,,,,
无间道3：终极无间,5164000,87000,589000,24000,42000,剧情动作犯罪,9.8,4913,117,8,740,简介：刘建明（刘德华）在陈永仁（梁朝伟）被杀10个月后接受警队内部调查，被架空职权，加上家庭的变故，他的精神状态每况愈下，但他坚信局面很快就会扭转。年轻警司杨锦荣（黎明）在同事看来是怪人一个，他正凭着过人的业绩迈向警队最高层。为了搞清楚杨锦荣的真实身份，刘建明开始对其调查。刘建明渐渐发现韩琛旧日的生意拍档沈澄（陈道明）与杨锦荣有着千丝万缕的关系，为了置杨锦荣于死地，也为了不让自己的身份曝光，渴望做个好人已久的刘建明开始千辛万苦地找寻一个又一个证据，可是他总在最接近真相时功亏一篑。,,,,,,,,,,,,,
奢华亚洲 第五季,1457000,2211,79000,960,23000,社会旅行,暂无评分,评分人数不足,已完结, 全10集,0,18,简介：近年来，亚洲各国经济高速增长，成为主要的旅游目的地国家，吸引着全球的目光。法拉利、路易威登、香奈儿等世界各类奢侈品牌纷纷进驻亚洲各国主要城市。本系列“奢华亚洲”节目中，让我们跟随主持人的脚步，走访中国香港、上海、成都、泰国曼谷、迪拜、新加坡、阿布扎比、斯里兰卡等亚洲各国主要城市，从法拉利，顶级俱乐部，高级餐厅到京都美食美酒，全方位领略它们各自的独特之处，从衣食住行各方面探索它们的“奢华之谜”,,,,,,,,,,,,
深海狂鲨,1180000,23000,38000,1910,12000,动作科幻惊悚,9,708,105,4,222,简介：生化制药厂的老板富兰克林（塞缪尔·杰克逊 饰）提供大量资金供让苏珊博士研究抗老年痴呆症的药物。苏珊和研究小组在设备精良的海底研究中心，提取鲨鱼脑中蛋白质，注入坏死的人类脑细胞。为了可以提取到萃取更多的鲨鱼脑蛋白，苏珊也同时加大了鲨鱼们的脑容量。这一举动让本来作为试验品的鲨鱼们变得更为强壮和聪明。鲨鱼专家卡特因和鲨鱼们朝夕相处时发现了鲨鱼们的异样，并向苏珊提出了警告，却得到了苏珊的无视。终于，在最后一次验中，那些曾经沦为人类试验品的凶残鲨鱼们向人类展开报复……,,,,,,,,,,,,,
沉重的秘密 第二季,7349000,42000,300000,10000,47000,罪案社会,9.3,495,已完结, 全9集,0,109,简介：每一根树枝，每一片沙沙作响的树叶……在不为人知的树林中，都市传说和恐怖电影的情节结合现实生活中的黑暗扭曲的杀手，令人不寒而栗，匪夷所思。观众在这个一小时节目中将深刻体会黑暗的事实和扭曲的心理。,,,,,,,,,,,,
老广的味道 第一季,4302000,68000,423000,7363,16000,美食人文,9.6,664,已完结, 全5集,0,122,简介：《老广的味道》以独特视角深入广东美食腹地追根溯源，挖掘原汁原味的美食美景，体现特色全粤菜谱。上山下海，探索南粤大地深藏的最高食鲜；味蕾冒险，展现岭南就地取材的生存智慧；依天而食，回归老广时令节气的饮食法则；原声原味，搜寻天间特色环境的自然之味。大道至简，还原广东乡野厨艺的朴素之心；以食养生，揭示南方天地元气的滋养之谜。,,,,,,,,,,,,
老广的味道 第二季,2297000,37000,423000,3473,9697,美食人文,9.4,294,已完结, 全7集,0,50,简介：《老广的味道第二季》是广东卫视推出的一档美食类纪录节目，该节目走遍广东21城，上山下海，深入美食腹地拍摄了30个故事，揭秘鲜为人知的地方独特饮食，展示众多广味特色菜和背后的人物故事。,,,,,,,,,,,,
老广的味道 第三季,3321000,33000,423000,3581,18000,美食人文,8.6,263,已完结, 全6集,0,63,简介：《老广的味道》第三季，将带大家寻找被遗忘的味道，这些被遗忘的味道将会重新出现在我们面前。新一季的美味之旅跨越“山海、东西、主辅、生熟、古今、雅俗”，从两极差异到彼此融合共处，诉说老广美食的无限可能，道尽广东食者对家乡美味的坚守与传承。,,,,,,,,,,,,
老广的味道 第五季,1976000,21000,423000,1956,8828,美食人文,9.4,161,已完结, 全6集,0,34,简介：美食纪录片《老广的味道》以食物为载体，以独特视角深入食材原生地，发掘老广们真实鲜活的的日常美食之美—食材蕴含的风物之美、乡土之美，收获耕耘的劳作之美、匠心之美。节目共六集，每集45分钟，主题为节庆、流转、地气、点睛、探秘、守候。,,,,,,,,,,,,
老广的味道 第四季,5002000,49000,423000,5189,12000,美食人文,8.6,329,已完结, 全7集,0,61,简介：《老广的味道》第四季共有七集，主题为：侨味、宵夜 、佳果、野趣、香料、主厨、小吃。制作团队上山下海，搜寻大自然的美味，深入食材源地，将给大家带来最地道的老广味道。,,,,,,,,,,,,
黑色弥撒,405000,3886,18000,832,5380,剧情犯罪传记小说改,8.7,217,122,0,52,简介：根据纪实文学《黑弥撒：FBI和爱尔兰黑帮不光彩合作的真实故事》改编。 詹姆斯·巴尔杰是全球十大在逃通缉犯之一，他发迹于波士顿，获奥斯卡最佳影片的《无间道风云》中的黑帮大佬就有他的影子。巴尔杰建立的“冬日山岗帮”是波士顿著名的黑帮组织，从贩卖毒品到倒卖军火无恶不作，另外他们和包括爱尔兰共和军在内的北美及欧洲许多主要的犯罪集团都有联系。,,,,,,,,,,,,,
武汉：我的战“疫”日记,3066000,8806,46000,15000,24000,社会医疗,9.8,1006,已完结, 全33集,1,271,简介：危难中的守护相望，真实的“武汉时刻”。中央电视台纪录频道，持续推出融媒体短视频《武汉：我的战“疫”日记》，透过战“疫”亲历者，见证每一份执着的信念与希望。CCTV-9纪录频道 2月3日起，每晚19:54连续播出。纪录片人不缺席，纪录频道不缺位，武汉，加油！,,,,,,,,,,,,
末日告白诗 动态漫,1187000,5809,21000,1899,3382,校园恋爱神魔动态漫,7.9,245,已完结, 全24话,4,77,简介：乖乖女尹镰终于鼓起勇气向青梅竹马的宫风曜告白，却得到一个模棱两可的答复。是告白的时机不对，还是自己不够优秀？与闺蜜讨论一番之后，决定在开学典礼上进行第二次告白，却没想到另一场突如其来的高调告白将尹镰原本平静的生活彻底打破。典礼结束后，突然出现的巨大怪物让整座城市都陷入了毁灭的深渊。亲眼见到心爱的人死于怪物之手，尹镰还沉浸在伤心中时，司马长欢却出现在她的身边然后强吻了她，融合出了可以迫坏一切的地狱魔神！司马长欢想要夺回碎片，尹镰想要世界不被破坏，同时追到宫风曜。两人决定达成合作关系。而另一股势力——天...,,,,,,,,,,,,
七宝奇谋,230000,2799,9237,394,4678,喜剧家庭冒险,8.5,130,113,1,38,简介：米基和布莱登兄弟俩偶然发现了一份十七世纪的藏宝图，他俩带着其他小伙伴依照地图的指示找到山洞，他们依照地图的指示找到了一个神话般的地底世界。不料一对通缉犯的母子也追踪而至，要抢夺海盗船上的宝藏，于是发生了一连串惊险刺激的遭遇。,,,,,,,,,,,,,
焦点,1518000,16000,87000,3606,13000,剧情喜剧犯罪,9.1,960,104,5,198,简介：尼基，以诈骗为业的中年男子（威尔·史密斯 饰），在和一名年轻的女小偷杰丝（玛歌特·罗比 饰）协同作案时，教会了她骗术的各种门道。然而但当尼基意识到对杰丝动了真心，会影响“骗术事业”的时候，尼基还是悬崖勒马，抽身而出。但没想到三年后，杰丝也出落成行家里手，又与尼基在布宜诺斯艾利斯重逢，卷入尼基正在实施的、高风险高回报的大骗局之中，让他的整个计划乱成一团，成为尼基一笔重要买卖中最具威胁的破坏者。,,,,,,,,,,,,,
