电影名字,播放数量,弹幕数量,追剧数量,投币数量,点赞数量,标签,分数,打分人数,影片时长(分钟),长评数量,短评数量,简介,
橘色奇迹,1954000,41000,266000,8515,16000,漫画改校园恋爱奇幻,8.9,1708,已完结, 全13话,29,605,简介：高中2年级的春天，菜穗所收到的“信”。发信人是，10年后的自己。最开始以为是恶作剧，但信上所写的内容一一在现实中发生，而“信”中也提及了今后会发生的事。自己喜欢上了转学生翔的事。以及，在17岁的冬天，翔会死去的事。失去了翔的“26岁的菜穗”的后悔与愿望，得知这些的“16岁的菜穗”能够做到什么？大家将 ora,
动物感官,79000,288,5027,529,2463,动物自然,暂无评分,评分人数不足,已完结, 全6集,0,3,简介：嗅觉，是理解世界的主要工具；触觉，动物了解世界的一种重要方式；视觉，动物生死之间的区别也许不在于看见了什么，而在于看事物的方式；在一个充满声音的世界中，听到正确的信号，对动物的意义重大；除此之外，有些动物有着惊人的额外感官，叫做超级感官。在了解了大自然中的生物惊人的6种感官后，人类为何能成为地球的主宰？我们与动物相比较有明显优势吗？通过这部纪录片，我们终将知晓。,
非洲水下奇观,239000,1155,11000,473,3466,动物自然,暂无评分,评分人数不足,已完结, 全5集,0,7,简介：我们蔚蓝色的星球被无穷无尽的海洋所覆盖。表面上单调无奇的大海，其下却蕴藏着数不胜数的奇迹。如今人类能够摆脱地球的束缚，遨游太空，但我们对海洋的认识至今还停留在冰山一角。非洲水下奇观将视角聚焦到了非洲的海洋，从不同以往的深度探索动物，植物和重要的生态系统宝库，带我们领略自然的无限可能。单纯的进食和繁殖任务，让物种间能够和谐共生，也会爆发战争，云谲波诡的自然界往往能一次次刷新人类的认知。认识自然的过程也是人类认识自己的过程，本片旨在管中窥豹，带领我们走向自然界的繁荣和衰败，神秘与伟大，呼吁大家珍惜自,
末日之战,21026000,459000,558000,73000,175000,动作恐怖科幻小说改,9.3,15180,123,47,3394,简介：费城一个毫无征兆的宁静早晨，前联合国调查员盖瑞·雷恩（布拉德·皮特 饰）驾车载着妻子凯伦（米瑞·伊诺丝 饰）和两个女儿蕾切尔、康妮外出。谁知原本快乐的气氛很快变为恐慌与死亡所替代，连环的爆炸，惊恐逃散的人群，无序的车祸以及啃咬他人的丧尸，繁华大都会转瞬沦陷。,
罗斯玛丽的婴儿,1853000,30000,118000,3691,23000,剧情恐怖悬疑,8.8,1193,137,10,338,简介：凯（约翰·卡萨维兹 饰）有着一个外表单薄脆弱的妻子罗斯玛丽（米亚·法罗 饰），自从他们搬到新公寓后，凯就和邻居一对老夫妇相谈甚欢。而罗斯玛丽却并不特别喜欢这对邻居，令她感到不适的，还有接下来的一连串怪事。罗斯玛丽看 到了自杀的女人，在日渐诡异的生活气氛下，她还做着毛骨悚然的梦。梦中，有一个长毛怪物侵犯自己，罗斯玛丽从噩梦中醒来不久，竟得知自己已有身孕的消息。,
BanG Dream! 少女乐团派对！☆PICO～大份～,9453000,33000,245000,49000,152000,萌系音乐原创校园,9.8,3828,已完结, 全26话,4,1121,简介：在少女乐队们之间，不为人熟知的那个圣地——livehouse「CiRCLE」之上，变成萌萌三头身的少女乐队们，再度集结！「Poppin'Party」「Afterglow」「Pastel＊Palettes」「Roselia」「Hello、HappyWorld!」，同样的乐队成员们再次来到这个舞台，拯救这里的危机！,
朕也不想这样 动态漫,15706000,44000,272000,23000,64000,动态漫古风恋爱搞笑,8.6,878,已完结, 全24话,1,291,简介：她年纪轻轻就被推上了皇位，而她在朝中的名声极差——不学无术，强抢民男，她也是太傅眼中的扶不起的阿斗。色厉内荏，为帝时，表面上看起来有气势，实际上容易一秒怂，内心戏很多，喜欢吐槽。看起来荒淫无度，实际上内心纯洁，仅仅是喜好美男。不爱学习不用功，于治国上没兴趣，喜好玩乐，所以后来被人设计，流落民间，被男主所救，努力假装自己不过是女帝的替身。,
史努比的惊险夏令营,783000,6523,147000,3857,13000,动画家庭冒险,9.7,471,76,2,125,简介：这个暑假，查理布朗带着同伴们到西部露营。岂料，在当地遇上一群恶霸。恶霸们跟查理及史努比等展开连番恶斗，并挑衅查理及同伴们在大河急流中来个大对决，于是，查理及史努比等人经历了一场险象环生的水上木筏之战。,
重逢,218000,290,4266,1449,2393,人文社会,暂无评分,评分人数不足,已完结，共1集,0,27,简介：《重逢》短片记录在疫情好转武汉解封后，那些回家的人们。他们是在武汉疫情期间有故事的普通人：他们中有离家在外的援鄂医护人员，有基层工作人员，有火神山的建设工人，有民间的爱心志愿者，也有刚生产的妈妈，因疫情分离的情侣。短片将呈现武汉解封后他们从武汉一路回家的过程，以及他们与家人或爱人重逢的瞬间。聚焦怀着深切思念的人们，看他们如何走进春日，走向所爱的人。,
求生大挑战,2510000,1598,14000,716,20000,探险自然,暂无评分,评分人数不足,连载中, 每周日 21:30更新,0,5,简介：在太平洋西北地区残酷的荒野当中，9位荒野求生挑战者将遵循古老的忍术，在此完成24天生存挑战。在此次终极忍者挑战赛中，由知名忍术大师设定的8项残酷任务，将考验每位挑战者的体能、精神和毅力。那些能够完成全程挑战的人将来到日本伊贺，在忍术大师家中接受最后一课指导，并证明他们是终极忍者。每个人都身体力行地对“忍者”这一概念做出了诠释。他们通过自己的忍术技能，尝试完成挑战。,
辽远的乡村,9874,--,134,8,30,剧情,暂无评分,评分人数不足,89,0,0,简介：1947年，东北人民解放军在激烈的战斗中取得了伟大的胜利。由于工作的需要，王汉龙和妻子张娟，被省主席派到地区偏僻、情况复杂的新区桃花川工作。在桃山县县委书记的办公室里，他们认识了桃花川区东村的民兵秦二虎，乘秦二虎的车前往桃花川。路上，他们了解到了老乡们为修坝而闹不团结的情况。一到区里，王汉龙就与区助理员梁成中到村里走了一趟，看到田地干涸，禾苗枯萎。他们决定第二天开会研究解决。村里的恶霸地主东霸天和他的女儿孙秀梅、国民党特务李尖头密谋挑动倔老头出面闹事，破坏两村的团结，以对付新区长王汉龙。果然，倔老头在东...,
钢铁战士,37000,54,345,24,68,剧情战争,暂无评分,评分人数不足,96,0,0,简介：解放战争初期，解放军某部排长张志坚（张平 饰）率部掩护部队转移，在与敌激战几昼夜后，弹尽粮绝，张志坚命令战士们从断崖处突围。由于负伤动不了，张志坚、炊事员老王（杜德夫 饰）和连部通信员刘海泉（孙羽 饰）及战土齐得贵（张锡奇 饰）落入敌手。敌政工处长（李林 饰）为了查找我部队转移前埋藏的兵工厂器械和粮食，对他们三人用尽酷刑，并对张排长实施了美人计，均无结果。又让叛徒齐得贵对老王和小刘进行劝降，也不奏效。丧心病狂的敌人抓来了张志坚的母亲（胡朋 饰），演出了母子相看对方受刑的“苦肉计”，亦未奏效。最后，老王因伤...,
红旗歌,9721,--,184,17,59,剧情,暂无评分,评分人数不足,95,0,0,简介：描写纺织工人在旧社会遭受资本家和国民党反动派的残酷压迫和剥削，解放后提高阶级觉悟，在劳动竞赛中发挥劳动热情，为国家创造财富。同时批评保守落后思想和官僚主义。,
在前进的道路上,7071,14,127,7,34,剧情,暂无评分,评分人数不足,92,0,0,简介：某铁道领导干部，在解决列车堵塞问题上，展开了两种思想的斗争。,
光荣人家,5922,22,91,3,20,剧情,暂无评分,评分人数不足,81,0,0,简介：描写1948年解放东北的最后战役中，东北人民高度的政治性以火热心情组织浩大的民工队伍支援解放战争的故事。,
赵一曼,47000,123,813,117,424,剧情传记,暂无评分,评分人数不足,90,0,4,简介：1931年9.18事变以后，赵一曼（石联星 饰）受党委派任哈尔滨总工会书记，和老曹（张平 饰）一起领导电车厂工人反日罢工运动。不久老曹被捕后牺牲。1934年赵任中共珠河县委委员兼铁北区委书记，组织义勇军，对日寇开展游击战争。秋天，她领导的农民自卫队与王团长（王炎 饰）所率抗日部队会师。红军长征到达陕北的消息传来，部队举行庆祝联欢，不料营地被鬼子包围，赵一曼率队突围，无奈敌人越上越多，她令王团长带主力先撤，自己带部分战士掩护，终因寡不敌众，不幸被俘。抓到赵一曼，敌认为钓到了大鱼，先是严刑拷打，后又威逼利诱，赵一曼尽显...,
郎心似铁,137000,2439,11000,328,5433,剧情爱情小说改,暂无评分,评分人数不足,122,1,13,简介：乔治（蒙哥马利·克利夫特 饰）是穷人家的孩子，野心满满的他千里迢迢远赴大城市投靠叔叔，希望能够在那里成就一番大事业。在工厂中，乔治结识了名叫爱丽丝（谢利·温特斯 饰）的女工，没过多久，两人便走到了一起。富家千金安琪拉（伊丽莎白·泰勒 饰）的出现扰乱了乔治平静的生活，夹在两个如花似玉的女人之间，面对着道德和利益，乔治不知该如何选择。,
希望在人间,7187,3,169,5,29,剧情,暂无评分,评分人数不足,110,0,2,简介：“八一三”后，上海沦陷，邓教授（蓝马 饰）因领导学生抗日救亡，遭叛徒李吕（董霖 饰）出卖后遭捕失踪。长子雨生（张乾 饰）与女友明华（赵媛 饰）也暗中组织救亡活动，家人为打听他的下落四处奔波。一日，从奄奄一息的林伯华（奇梦石 饰）之妻口中得知丈夫还活着，邓妻静寰（上官云珠 饰）倍加思念。敌人采用引蛇出洞之诡计，释放邓教授回家，然后派特务日夜盯稍。雨生在遭敌追捕时将敌人杀死沉河，邓教授感觉事态严重安排儿子转移，不料临行前李吕带特务前来抓捕，搏斗中静寰夺枪将李吕打死。邓教授安排大家后门逃走，只身与闻讯赶来的特务周旋......,
丽人行,11000,139,439,32,115,剧情,暂无评分,评分人数不足,103,0,0,简介：20世纪40年代，海内外都笼罩在战争的阴影之中，就被奴役和占领的华夏大地更是一片疮痍。善良而美丽的普通上海女工金妹（上官云珠 饰），在回家的路上遭受日寇欺凌。危难时刻她得到爱国青年孟南（周峰 饰）和李新群（黄宗英 饰）的救助。但这一事件给她带来巨大的阴影，金妹被厂方无情解雇，丈夫又遭到流氓毒打失明。苦难的生活逼迫她走向社会的最黑暗角落。另一方面，孟、李二人的朋友梁若英（沙莉 饰）此前与丈夫章玉良（赵丹 饰）离婚，另嫁他人过起养尊处优的太太生活。现在的丈夫投敌叛国，与孟、李他们截然对立，若英也面临重要的选择。本...,
二百五小传,8524,45,192,19,35,剧情爱情,暂无评分,评分人数不足,94,0,1,简介：北平中学生袁文光喜欢京剧，常因看戏而不得不翻墙回校，终被校方开除。文光到一剧班学艺，又因反抗班里的封建行规被赶走。老伶工黄月楼将其收留，文光从此改名袁少楼。因为人好打不平，人送少楼外号“二百五”。少楼随班赴关外演出，与班里当家花旦柳艳云感情颇深。“九一八”事变后，东北某警察局长郑荣欲强娶艳云为妾。少楼恨其媚敌卖国，借演出之机对其进行讥讽。郑荣大怒，命宪警将少楼抓去。艳云向郑荣求情，被其乘机侮辱……,
表,7973,39,159,8,31,剧情,暂无评分,评分人数不足,106,0,0,简介：解放前,杂乱的上海街头,饥肠辘辘的流浪儿小牛偷了万老头修表铺中一块金表,他的小伙伴大猫和小耗子为之眼红,于是发生争斗,结果被带往警察局拘押。至此,三个孩子又团结一致,发誓严守金表的秘密。拘押期内,小牛因争食并动手打人,又被送进“儿童教养院”。教养院训导主任殷小臣发现了小牛偷金表的秘密后,便借此要侠他,唆使他盗卖院内公物,此事被院内名叫小胖的孩子发现。事发之后,教养院教导员雷春华着手调查。小胖准备联络院内孩子揭发殷小臣,小牛却向殷小臣通风报信。殷小臣先发制人,把小胖狠揍一顿。雷教导员为人热情厚道,对小牛生活关怀备至,使...,
无形的战线,42000,175,389,28,134,剧情战争,暂无评分,评分人数不足,98,0,1,简介：1948年，东北全境解放，敌人的破坏活动也随之而来。治安处接到情报，一个叫李天民（吕班 饰）的敌特潜入本市，处长(方荧 饰) 和张队长（张平 饰）立即布置人员抓捕。在审讯中，李天民避重就轻，拒不交待实质问题。不久，在一个送牛奶的孩子所送牛奶的瓶塞上发现了端倪，他将空瓶交给了另一个特务周少梅（罗泰 饰）所有一切都被我侦察人员掌握，此时周少梅判断李天民可能出了问题，怕引火烧身，他把小孩杀掉灭囗。我侦察人员充分发动群众，给隐藏的敌人造成很大的心理压力，好多受蒙蔽的人员纷纷给公安人员提供破案线索。敌人终于沉不住气了，完...,
留下他打老蒋吧,8650,26,197,10,60,剧情,暂无评分,评分人数不足,60,0,1,简介：人民解放军某营在行军休息时，一个刚刚参加革命的小鬼（马德明）因擦枪不慎走火，打死了一个老农民（陈强）的小儿子。为了严肃革命纪律，部队组织决定让小鬼偿命。 第二天在群众大会上宣布执行这一决定时，老农民却跑上讲台，要求连长（于洋）和指导员不要执行。因为老农民经过一夜的思考后，他从自己的亲身经历里对照了他过去所受的反动派的压迫和现在解放后的幸福生活，深深感到解放军就是自己的军队，要是没有解放军，就没有自己的翻身；而且小鬼也是穷苦人家的孩子，是自已阶级的子女，他的爸爸也是给反动派杀害的。老农民说：“不要枪毙小...,
风雨江南,10000,21,217,12,103,剧情,暂无评分,评分人数不足,104,0,0,简介：讲述了全国解放前夕，在江南的一个小村庄里，从前在地主李春堂家当丫环的春梅来找李春堂，她的丈夫几年前被抓了壮丁，音讯全无，现在乡公所又抓了她的小叔子，她不得已来求李春堂到乡所说说情。李春堂不仅不帮忙，还大发雷霆，把她赶出来。这是消息传来，春梅的丈夫被抓壮丁后投奔了新四军，现在是解放军的团长。于是，正在他们争吵不休的时候，解放军进村了。地主恶霸慌作一团，而春梅和乡亲们高高兴兴地去迎接解放军。,
白衣战士,22000,27,186,16,91,战争,暂无评分,评分人数不足,77,0,0,简介：解放战争时期。国民党反动派撕毁了停战协议，大举进攻解放区。解放军某部的野战医疗队女队长庄毅，奉命护送伤员们转移。伤员们群情激奋，纷纷要求归队杀敌。庄毅说服了要求归队的朱连长，率领着同志们转移。途中，遇到了敌人飞机的轰炸，庄毅奋不顾身地抢救伤员，自己因此负伤。她在身体尚未恢复健康的情况下，带伤给伤员做手术，抢救了伤员的生命，自己却累倒在手术台前，使伤员们深受感动。她不但自己努力学习，而且还要帮助伤员解决思想问题，同时培训新的医务工作者。在治疗队同志们的精心护理下，伤员们很快就恢复了健康，重新走上了战场...,
望穿秋水,25000,16,182,3,31,剧情战争,暂无评分,评分人数不足,84,0,0,简介：抗战期间，青年黄涛参加了远征军，因功升为连长。抗战胜利后，黄涛不愿替国民党反动派打内战，毅然退伍回到上海，并与中学同学沙若蕙结婚。受老师鲍教授影响，黄涛决定离开上海到解放区去。若蕙毅然同意了黄涛的决定，并在黄涛走后将身心都投入到教育工作中去。妹妹若兰是学生运动的中坚分子，受其激励若蕙也在教联的领导下积极支持学生运动。有传言称黄涛已死，但若蕙坚信黄涛还活着。上海终被解放，黄涛与若蕙胜利相逢，若兰则参加了西南服务团，为解放全国向西南进军。,
体内怪物 第七季,3817000,24000,1042000,2548,28000,医疗科技,9.7,177,已完结, 全7集,0,46,简介：我们将听到深受寄生虫折磨的受害者的亲身讲述。该节目将采访受寄生虫袭击的人，同时进行戏剧重演。这也是一档带有“毁灭日”色彩的节目。已知寄生虫会感染动物并控制它们的大脑功能，我们会是下一个目标吗？,
如何迅速致富,621000,2035,39000,1434,16000,社会,暂无评分,评分人数不足,连载中, 每周三 18:30更新,0,15,简介：本部纪录片将为您讲述如何快速致富。片中主人公大卫·菲斯维克来自英国伯恩利，是个白手起家的千万富翁。他擅长投资，曾交易过汽车，巴士，股票等多种项目。在纪录片中他将与观众分享自己的致富技巧，通过投资项目将本金翻倍的方法，帮助多名与你我一样的普通人实现迅速致富的目标。同时也将全程协助他们的创业过程。方法多样：小到街头小吃，手工艺品；大到黄金投资，电子证券交易，赚钱的方法数不胜数。并且将从市场调查，品牌营销等方面细致地突出创业和投资的重点。加上大卫·菲斯维克的独家省钱秘笈，其实赚钱并不是我们想的那么复杂,
揭秘土司王城,51000,784,2445,80,254,人文历史,暂无评分,评分人数不足,已完结, 全2集,0,1,简介：在中国武陵山脉的深处，生活着一个古老的民族，土家族。他们在大山之中世世代代繁衍生息。一千多年前，永顺一带的土家人被一个叫吴著冲的人统治着。彭瑊凭借自己的智慧与勇气，打败了暴虐成性的吴著冲，成为永顺土家人新的首领。永顺土家人获得了巨大的发展环境，逐渐走向繁荣。盟约中，将会溪坪定位彭氏家族的统治中心。,
大闹天宫,1876000,26000,118000,19000,39000,奇幻动画,9.9,3518,114,5,1093,简介：话说在东土傲来国有一座花果山，山上有一尊石猴吸收日精月华化身为一只神猴（邱岳峰 音），统领着山中的猴子猴孙。为求得一件称心的宝贝，神猴孙大圣潜入龙宫，强硬求来大禹治水时的定海神针如意金箍棒。东海龙王（毕克 音）心有不甘，于是上天将此事诉诸玉帝（富润生 音）。玉皇大帝命令太白金星（尚华 音）下界招安，许以爵位。不知有诈的孙大圣欣然前往，却发现只是负责养马的弼马温。得知受骗的猴王反下天庭，与天兵天将在花果山展开大战……本片根据古典名著《西游记》中的故事改编，前后历时4年创作，并荣获1962年捷克斯洛伐克卡罗维发利...,
古教堂大救援：争分夺秒拯救巴黎圣母院,1165000,17000,54000,8004,4308,社会,9.2,1227,已完结，共1集,18,253,简介：距离巴黎圣母院火灾已将近一年时间，这部纪录片通过长期的拍摄和记录，试图揭示了火灾的原因，它是如何蔓延的和它所造成的损害。片中将会采访冒着生命危险灭火的消防队员，同时也将跟拍专业团队重建这座标志性的大教堂，在这个过程中也会试图还原这个中世纪的建造奇迹最初是如何建造的。,
登岛 第一季,2027000,38000,111000,2489,7077,悬疑剧情,8.8,306,已完结, 全10集,2,115,简介：在从丹麦哥本哈根通往瑞典马尔默的厄勒海峡大桥上，发现了一具瑞典女政治家的尸体，因为尸体的位置处于两国交界处，所以丹麦警察Martin rohde（金·波德尼亚饰）与瑞典警察Saga Norén（索菲亚·海林饰）决定一同找出凶手。,
从前有座山,397000,2913,21000,1578,5281,动物自然,暂无评分,评分人数不足,已完结，共1集,1,34,简介：【珍贵影像 高清修复】《从前有座山》是由北京发现纪实传媒有限公司制作，bilibili出品的关于果子狸的自然纪录片。果子狸，在非典时期内，承担了病毒携带者的骂名，曾一度遭到人类的灭杀，种群与栖息环境遭到了严重的破坏。十七年前，中国科学院博士周友兵在湖北五峰展开一场秘密考察。经过长达四年的跟踪，得知果子狸不为人知的一面。,
登岛 第二季,550000,20000,111000,725,3830,悬疑剧情,9.6,133,已完结, 全10集,0,34,简介：第二季的故事发生在第一季结束后13个月。一艘沿海油轮离开厄勒森德水道，直奔厄勒森德大桥。海岸警卫队登船时发现船上没有船员，三名瑞典青年和两名丹麦青年被锁在甲板下。萨加诺伦，县警察，马尔默，负责此案，并联系马丁罗德，第一集他的儿子的死亡仍然在困扰着马丁。很快就发现那些被锁链锁住的年轻人只是一切罪案开始。有人想把警方的注意力引向不断变化的气候和地球资源的利用上，而且会不择手段。,
黑鹰坠落,3682000,44000,112000,12000,27000,动作战争历史,9.6,3452,152,13,713,简介：1993年索马里战争，美国陆军因为情报错误而与索马里武装民兵进行持久的巷战过程，这只是由陆军游骑兵部队和三角洲部队及部分海豹突击队员共约150人于1小时内执行完毕的小任务，不料遭到当地军队的偷袭，竟演变成一场长达15小时的困兽之斗。,
杀手病毒,2845000,13000,113000,5862,24000,社会医疗,6.7,340,已完结, 全3集,3,80,简介：《杀手病毒》是一个由三部分组成的纪录片系列，着眼于病毒如何影响我们的健康和历史，它们对全球社会的生物学和社会影响以及与之抗衡的不可思议的科学。每个情节都着眼于单个病毒，回溯讲述该病毒的历史，并密切关注当今围绕该疾病的研究和技术状况。,
极乐空间,1804000,6325,53000,2462,12000,剧情动作科幻,6.9,1767,109,15,512,简介：在地球生态已经遭到严重破坏、不适宜人类生存的未来时空，暴政官员德拉库特（朱迪·福斯特 饰）正勾结空间系统开发商，通过极乐空间的重启程序发动一场夺权政变；另一边，饱受辐射折磨只剩五天生命的工人麦克斯（马特·达蒙 饰），希望通过帮蛇头绑架富商获得偷渡极乐世界治疗的船票从而医治疾病。,
登岛 第三季,1055000,20000,111000,632,4131,悬疑剧情,9.6,113,已完结, 全10集,0,30,简介：当一位着名的性别理论家和哥本哈根第一个性别中立的幼儿园的老板在马尔默的一个建筑工地被谋杀时，佐贺必须与丹麦的一位新同事Hanne合作，他难以接受佐贺。,
温柔的巨人,900000,1563,28000,5848,8282,自然动物,9.5,205,已完结，共1集,0,83,简介：留住温柔的巨兽。鲨鱼在海洋生态系统中发挥着不可替代的作用。据IUCN的评估，目前有17种鲨鱼存在灭绝风险，其中6种“极度濒危”。关注鲨鱼保护，拒绝非法贸易由筹备、拍摄、至制作超过一年，野生救援有幸邀请到第47届金马奖影帝阮经天担任主角，伙拍锋味总导演高伟恩远赴墨西哥东南部城市，位于加勒比海沿岸的坎昆（Cancun）进行拍摄。小天与专业制作团队带你们潜入深海，与被称为世界上最大鱼类的鲸鲨一起畅泳，让我们一起感受鲸鲨的温柔。,
浑身是劲,249000,1316,9431,234,6065,爱情剧情,暂无评分,评分人数不足,107,0,29,简介：伦·迈克马科从大城市芝加哥搬到了南部的小城贝农居住，在这里，他体会到了严重而激烈的文化冲突。在这个小镇子里，吵闹的摇滚乐和酒精，劲歌热舞的派对都是被禁止的。因为在几年前，当地发生了一件骇人听闻的大事件。五个十几岁的少年，因为晚上出去游玩，遭遇了车祸，全部遇难。所以贝农当地的议员、牧师和德高望重的名流共同起草了一个法案，禁止年轻人晚上出去聚会，禁止摇滚乐。,
长江往事,216000,1559,549,838,6117,剧情年代励志,暂无评分,评分人数不足,已完结, 全52集,0,0,简介：《长江往事》讲述的是民国初期，正值民族资本主义工业初步发展，本是官宦世家出身的向隐翁助其长子向不争白手起家创办向家船队并一举成功，其后向家三代子弟在历经数度天灾人祸中依旧溃而不散，用智慧与正义顽强守护向家长江航运公司屹立不倒的商战传奇故事。,
绿野,98000,347,278,229,6819,剧情,暂无评分,评分人数不足,已完结, 全32集,0,0,简介：《绿野》围绕贺丹丹饰演的村主任娟子展开，讲述了她带领山湾村脱贫致富的故事，其间也穿插了娟子家庭生活的悲欢离合。作为剧中当之无愧的女一号，贺丹丹感到人物形象的塑造难度很大。因为娟子是一个坚忍、善良、宽容的女性形象，她身上具有女干部特有的气度。之前，贺丹丹演绎的角色很多是都市白领丽人，让观众看到的是她高贵优雅的一面。而《绿野》里的贺丹丹却需要迅速完成角色转换，把一个朴实无华、果敢干练的女村官形象展现在观众面前。贺丹丹拍戏时悉心研究剧本，细细领会角色的性格特点和最本质的东西，终于她的表演得到了导演的肯定。,
LoveLive! Sunshine!! 学园偶像 电影 彩虹彼端,1180000,30000,1389000,18000,19000,原创音乐偶像社团,9.7,4602,已完结, 全1话,28,1539,简介：【本片翻译由4yours字幕组提供】本作接续第二季结尾内容。Aqours 在最后一次以浦之星女学院学园偶像身份参加的“LoveLive!”中成功拿下冠军。 但在为转入新学校做准备的1年级、2年级学生面前，意想不到的灾难接连发生!? 不仅如此，前往毕业旅行的3年级生竟然失踪了!?在各自分离后才初次意识到，彼此间的存在是如此重要… 为了踏出崭新的一步，Aqours 追寻到的答案又是——?迈向大家的共同目标，闪闪发光的前方!呈现给所有向未来展翅的人们，最闪亮的Live娱乐电影。,
魔都风云,--,--,--,--,点赞,剧情情感,暂无评分,评分人数不足,已完结, 全50集,0,5,简介：该剧讲述一位魔术师为理想为爱情为尊严为民族而付出的传奇一生。,
